,id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,sentiment_score
6510,628071384444128607,2016-01-09,within a day,100%,70%,f,Ballinteer,1,1,"['email', 'phone']",t,t,"Dublin 16, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.27939,-6.24781,Entire home,Entire home/apt,6,2.5 baths,4.0,5.0,"[""Oven"", ""Hot water kettle"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Induction stove"", ""HDTV"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Game console: PS4"", ""Cooking basics"", ""Private fenced garden or backyard"", ""Central heating"", ""Fire pit"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Wine glasses"", ""Extra pillows and blankets"", ""Free driveway parking on premises \u2013 3 spaces""]",$385.00,7,48,2,7,48,48,6.9,48.0,t,0,4,4,243,2022-09-12,3,3,0,2022-07-17,2022-08-06,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,1,1,0,0,0.48553791887125214
6521,629380913066918457,2014-05-06,within an hour,80%,100%,f,Dundrum,3,5,"['email', 'phone', 'work_email']",t,t,"Dublin 14, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.30401,-6.2493,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"[""Coffee maker"", ""BBQ grill"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Indoor fireplace"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Outdoor dining area"", ""Dedicated workspace"", ""Patio or balcony"", ""Fire pit""]",$190.00,2,365,2,2,365,365,2.0,365.0,t,19,49,79,351,2022-09-12,16,16,5,2022-05-22,2022-09-07,4.81,4.75,4.69,5.0,5.0,4.81,4.69,t,3,1,1,1,0.3885277962400924
6527,629603569644934183,2017-04-04,within an hour,80%,58%,f,Taylorsgrange,1,1,['phone'],t,t,"Dublin 16, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.247994,-6.269719,Private room in home,Private room,6,1 private bath,3.0,3.0,"[""Dryer"", ""Outdoor furniture"", ""Indoor fireplace"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Fire pit"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Cleaning products"", ""Backyard"", ""Free parking on premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Air conditioning"", ""HDTV with Netflix"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Lockbox"", ""Private patio or balcony"", ""Fast wifi \u2013 256 Mbps"", ""Smoke alarm"", ""Outdoor dining area""]",$85.00,4,1125,4,4,1125,1125,4.0,1125.0,t,12,42,72,347,2022-09-12,5,5,1,2022-06-29,2022-08-23,4.2,3.8,4.4,4.4,4.2,4.6,4.4,f,1,0,1,0,0.5364583333333334
6528,629616750634622406,2022-05-18,within an hour,96%,97%,f,North City,2,2,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.27664,-6.20418,Private room in condo,Private room,3,1.5 baths,1.0,1.0,"[""Fire extinguisher"", ""Dryer"", ""Long term stays allowed"", ""Kitchen"", ""High chair"", ""Shared patio or balcony"", ""Private hot tub"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Backyard"", ""Free parking on premises"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Coffee maker"", ""Refrigerator"", ""Smoke alarm"", ""Fast wifi \u2013 262 Mbps""]",$117.00,1,365,1,1,365,365,1.0,365.0,t,0,0,0,263,2022-09-12,20,20,2,2022-06-08,2022-08-21,4.75,4.8,4.55,4.95,4.85,4.7,4.75,f,2,0,2,0,0.462854066985646
6539,630416594220747301,2014-08-18,within an hour,99%,80%,f,Temple Bar,6,7,"['email', 'phone']",t,t,"Dublin 1, County Dublin, Ireland",Dublin City,53.34993,-6.23895,Private room in condo,Private room,2,1 shared bath,1.0,1.0,"[""Oven"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""29\"" HDTV with Apple TV"", ""Host greets you"", ""Microwave"", ""Bikes"", ""Nespresso machine"", ""Central heating"", ""Dove body soap"", ""Palmolive shampoo"", ""Ethernet connection"", ""Fast wifi \u2013 276 Mbps"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Paid parking lot on premises \u2013 1 space"", ""Clothing storage: dresser and closet"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Private patio or balcony"", ""Alexa Bluetooth sound system"", ""Smoke alarm"", ""Room-darkening shades"", ""Shared fenced garden or backyard"", ""Waterfront"", ""Wine glasses"", ""Extra pillows and blankets""]",$140.00,1,40,1,1,40,40,1.0,40.0,t,0,0,0,0,2022-09-12,18,18,3,2022-05-29,2022-08-25,4.72,4.89,4.89,4.83,4.89,4.78,4.61,f,4,0,4,0,0.44426733856421363
6540,630890432240084598,2012-10-21,within a few hours,100%,100%,f,Dún Laoghaire,1,2,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.284992,-6.136979,Entire home,Entire home/apt,6,2.5 baths,5.0,4.0,"[""Dryer"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""High chair"", ""Crib"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""TV"", ""Hair dryer"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area""]",$329.00,10,14,10,10,14,14,10.0,14.0,t,0,0,0,164,2022-09-12,1,1,0,2022-07-18,2022-07-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.3333333333333333
6548,632560789382376971,2022-05-22,within an hour,100%,94%,f,Monkstown,1,1,"['email', 'phone']",t,t,"Blackrock, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.291748,-6.151818,Private room in home,Private room,6,3 baths,3.0,3.0,"[""Oven"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Clothing storage"", ""Central heating"", ""Dishes and silverware"", ""Elevator"", ""Dedicated workspace"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""TV"", ""Stainless steel stove"", ""Lock on bedroom door"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Wine glasses"", ""Extra pillows and blankets""]",$464.00,3,1125,3,3,1125,1125,3.0,1125.0,t,27,57,87,187,2022-09-12,8,8,2,2022-06-13,2022-08-29,5.0,5.0,5.0,5.0,5.0,5.0,4.88,t,1,0,1,0,0.4731135912698413
6551,632948810860783521,2016-08-05,within an hour,100%,97%,t,Beaverstown,1,1,"['email', 'phone']",t,t,"Donabate, County Dublin, Ireland",Fingal,53.492899,-6.156986,Private room in home,Private room,2,1 private bath,1.0,1.0,"[""Hot water kettle"", ""Dining table"", ""Hangers"", ""Board games"", ""65\"" HDTV with Amazon Prime Video, Netflix"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Paid washer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Radiant heating"", ""Bikes"", ""Private fenced garden or backyard"", ""Free driveway parking on premises"", ""Central heating"", ""Clothing storage: closet"", ""Window guards"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Siemens stainless steel oven"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Extra pillows and blankets"", ""Free street parking"", ""Bathtub"", ""Luggage dropoff allowed"", ""Essentials"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Waterfront"", ""Wine glasses"", ""Sony Bluetooth sound system""]",$79.00,1,30,1,1,30,30,1.0,30.0,t,14,44,74,346,2022-09-12,33,33,8,2022-05-31,2022-09-11,4.91,4.88,4.91,4.88,4.91,4.48,4.67,f,1,0,1,0,0.3424889192796367
6554,633040746177569695,2022-03-22,within a few hours,100%,83%,f,Rathmines,26,28,"['email', 'phone']",t,t,"Dublin 2, County Dublin, Ireland",Dublin City,53.33282250646844,-6.257687598152208,Entire home,Entire home/apt,6,2 baths,3.0,3.0,"[""Oven"", ""Hot water kettle"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Clothing storage"", ""Private fenced garden or backyard"", ""Nespresso machine"", ""Central heating"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Stove""]",$450.00,2,365,2,4,365,365,3.6,365.0,t,0,0,0,1,2022-09-12,10,10,2,2022-07-10,2022-08-28,4.4,4.3,4.5,4.7,4.4,5.0,4.2,f,5,5,0,0,0.47345634920634927
6560,633318494024116014,2021-08-26,within an hour,100%,79%,f,Portobello,2,2,['phone'],t,t,"Dublin , Dublin, Ireland",Dublin City,53.33044,-6.27116,Private room in loft,Private room,2,1 private bath,1.0,1.0,"[""Dryer"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""High chair"", ""Clothing storage"", ""Crib"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Cleaning products"", ""Hot water"", ""TV"", ""Hair dryer"", ""Babysitter recommendations"", ""Sound system"", ""Air conditioning"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Wifi""]",$107.00,2,1125,2,2,1125,1125,2.0,1125.0,t,8,18,19,65,2022-09-11,14,14,5,2022-06-06,2022-08-28,4.07,3.79,4.21,4.71,4.79,4.71,4.07,f,2,1,1,0,0.3879265873015874
6563,633753654743590749,2015-07-05,within an hour,100%,100%,t,North City,3,3,"['email', 'phone', 'work_email']",t,t,"Dublin 1, County Dublin, Ireland",Dublin City,53.34769,-6.26368,Private room in condo,Private room,2,1 bath,1.0,1.0,"[""Hot water kettle"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Smart lock"", ""Nespresso machine"", ""Mini fridge"", ""Heating"", ""Dishes and silverware"", ""Elevator"", ""Drying rack for clothing"", ""Backyard"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Body soap"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Wifi"", ""Smoke alarm"", ""Extra pillows and blankets""]",$211.00,3,365,3,3,365,365,3.0,365.0,t,3,4,14,285,2022-09-12,8,8,1,2022-06-07,2022-08-20,5.0,4.88,5.0,4.75,4.88,4.88,4.75,f,3,0,3,0,0.40994047619047624
6565,633762898786988844,2022-05-15,within an hour,100%,90%,f,Malahide,1,1,"['email', 'phone']",t,f,"Malahide, County Dublin, Ireland",Fingal,53.45345,-6.15515,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""TV"", ""Iron"", ""Dishwasher"", ""Air conditioning"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm""]",$236.00,3,1125,3,5,5,1125,4.6,182.3,t,3,20,50,143,2022-09-12,3,3,0,2022-05-30,2022-06-13,4.67,5.0,5.0,5.0,5.0,5.0,4.67,t,1,1,0,0,0.5892929292929293
6567,634050816208951475,2022-05-14,within an hour,100%,100%,t,Broomfield,1,1,['phone'],t,t,"Malahide, County Dublin, Ireland",Fingal,53.438229,-6.152622,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Central heating"", ""Mini fridge"", ""Head shoulders conditioner"", ""Ethernet connection"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Head shoulders shampoo"", ""TV"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Beachfront"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Body soap"", ""Shared garden or backyard"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Portable fans"", ""Private patio or balcony"", ""Sound system with aux"", ""Clothing storage: closet, wardrobe, and dresser"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""Piano"", ""Wine glasses"", ""Baby bath"", ""Extra pillows and blankets""]",$177.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,10,40,126,2022-09-12,19,19,1,2022-05-27,2022-08-27,5.0,4.95,5.0,4.95,5.0,4.95,4.89,t,1,1,0,0,0.422418346631582
6569,634095160089400813,2014-07-20,within an hour,67%,100%,f,Portobello,1,1,"['email', 'phone', 'work_email']",t,t,"Dublin 8, County Dublin, Ireland",Dublin City,53.33561,-6.26789,Entire home,Entire home/apt,6,2 baths,3.0,4.0,"[""Hot water kettle"", ""NEFF stainless steel oven"", ""Dining table"", ""Hangers"", ""Board games"", ""Free dryer \u2013 In unit"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Standalone high chair - available upon request"", ""Microwave"", ""Private fenced garden or backyard"", ""Central heating"", ""Neff stainless steel induction stove"", ""Ethernet connection"", ""Barbecue utensils"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""50\"" HDTV with Chromecast, Amazon Prime Video, Netflix, premium cable"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Clothing storage: dresser and closet"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",$348.00,2,365,3,3,365,365,3.0,365.0,t,0,0,0,0,2022-09-12,6,6,0,2022-07-04,2022-07-29,5.0,5.0,5.0,5.0,5.0,4.83,5.0,f,1,1,0,0,0.3961145613645614
6575,634694393043753809,2022-05-25,within an hour,100%,98%,f,Drumcondra,1,3,"['email', 'phone']",t,t,"Dublin 3, County Dublin, Ireland",Dublin City,53.36157,-6.24865,Entire townhouse,Entire home/apt,6,1.5 baths,3.0,3.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Game console: PS4"", ""Cooking basics"", ""Microwave"", ""Central heating"", ""Mini fridge"", ""Ethernet connection"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Cleaning products"", ""Hot water"", ""Clothing storage: dresser and closet"", ""Shower gel"", ""TV"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Wine glasses"", ""Extra pillows and blankets""]",$300.00,2,365,2,2,365,365,2.0,365.0,t,0,0,0,0,2022-09-12,21,21,3,2022-06-04,2022-08-19,4.24,4.43,4.19,4.43,4.57,4.52,4.24,t,1,1,0,0,0.44118189180434075
6576,634740770879531742,2017-12-04,within an hour,100%,94%,f,Glenamuck South,1,1,"['email', 'phone']",t,t,"Kilternan, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.240749,-6.196238,Entire cottage,Entire home/apt,2,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Lockbox"", ""Wifi"", ""Indoor fireplace"", ""Security cameras on property"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises""]",$200.00,2,14,2,2,14,14,2.0,14.0,t,25,55,85,360,2022-09-12,11,11,4,2022-06-24,2022-09-03,4.73,4.64,4.73,4.64,4.91,4.82,4.09,f,1,1,0,0,0.46115434303350983
6578,635173817219022261,2022-05-22,within a few hours,100%,95%,f,Smithfield,1,1,['phone'],t,f,"Dublin 7, County Dublin, Ireland",Dublin City,53.350082,-6.280528,Entire condo,Entire home/apt,2,1 bath,1.0,2.0,"[""Fridge/freezer refrigerator"", ""Oven oven"", ""Hot water kettle"", ""Free washer"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Soapy body soap"", ""Dishes and silverware"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hair dryer"", ""Free residential garage on premises"", ""Freezer"", ""HDTV with Netflix, Amazon Prime Video, Chromecast, Apple TV"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Portable heater"", ""Private patio or balcony"", ""Room-darkening shades"", ""Wine glasses"", ""Extra pillows and blankets"", ""Paid parking on premises""]",$145.00,4,28,4,4,28,28,4.0,28.0,t,0,5,5,5,2022-09-12,7,7,2,2022-06-22,2022-09-10,4.71,5.0,4.43,4.86,5.0,4.71,4.71,f,1,1,0,0,0.47594999666533283
6582,635491021383410681,2016-08-05,within an hour,100%,100%,f,Kill of the Grange,1,1,"['email', 'phone']",t,f,"Blackrock, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.28189,-6.16018,Entire home,Entire home/apt,6,2.5 baths,4.0,4.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Indoor fireplace"", ""Long term stays allowed"", ""Game console: Xbox One"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Gas stove"", ""Laundromat nearby"", ""Microwave"", ""Breakfast"", ""Beko refrigerator"", ""Private fenced garden or backyard"", ""Cleaning before checkout"", ""Central heating"", ""Ethernet connection"", ""Fireplace guards"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Clothing storage: dresser and closet"", ""Shower gel"", ""TV"", ""Safe"", ""Denon sound system"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Bidet"", ""Kayak"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Outlet covers"", ""Private patio or balcony"", ""Booster seat high chair"", ""Room-darkening shades"", ""Smoke alarm"", ""Outdoor dining area"", ""Piano"", ""Wine glasses"", ""Baby bath"", ""Extra pillows and blankets""]",$290.00,10,35,10,10,1125,1125,10.0,1125.0,t,0,0,0,164,2022-09-12,1,1,0,2022-08-11,2022-08-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.0
6584,635838890417156094,2022-02-20,within a few hours,100%,67%,f,Rathmines,1,1,"['email', 'phone']",t,t,"Dublin 6, County Dublin, Ireland",Dublin City,53.316372,-6.256575,Entire home,Entire home/apt,6,2.5 baths,4.0,4.0,"[""42\"" HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable"", ""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Fast wifi \u2013 238 Mbps"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Gas stove"", ""Cooking basics"", ""Crib - always at the listing"", ""Private fenced garden or backyard"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""BBQ grill"", ""Bed linens"", ""Toaster"", ""Private patio or balcony"", ""Smoke alarm"", ""Outdoor dining area"", ""Private gym in building"", ""Standalone high chair"", ""Wine glasses"", ""Extra pillows and blankets""]",$600.00,7,31,7,7,31,31,7.0,31.0,t,11,37,38,290,2022-09-12,1,1,0,2022-07-29,2022-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.44249999999999995
6585,635913729294533735,2018-12-10,within an hour,100%,100%,f,Stillorgan,1,1,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.28547,-6.19325,Entire place,Entire home/apt,4,1 bath,2.0,2.0,"[""Hot water kettle"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""43\"" HDTV with standard cable"", ""Radiant heating"", ""Shared patio or balcony"", ""Free driveway parking on premises"", ""Mini fridge"", ""Clothing storage: closet"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Shared garden or backyard"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Wine glasses"", ""Extra pillows and blankets""]",$179.00,2,1125,1,2,1125,1125,2.0,1125.0,t,10,27,27,27,2022-09-12,33,33,13,2022-06-14,2022-09-11,4.73,4.91,4.61,5.0,5.0,4.67,4.67,t,1,1,0,0,0.44889272450433165
